comm_type,comm_group,comm_group_size,msg_size,stage,dst,src,additional,_elapsed_time,algbw,busbw,count
CommType.computation,None,None,((4096 1 1920) (1920 5120)),backward.MegatronColumnLinear.attention_column,None,None,,1151458,None,None,1
CommType.computation,None,None,((1920 4096) (4096 5120)),backward.MegatronColumnLinear.attention_column,None,None,,1151458,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,backward.MegatronColumnLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 640)),backward.MegatronRowLinearattention_row,None,None,,1151458,None,None,1
CommType.computation,None,None,((5120 4096) (4096 640)),backward.MegatronRowLinearattention_row,None,None,,1151458,None,None,1
CommType.computation,None,None,((4096 1 1704) (1704 5120)),backward.MegatronColumnLinear.mlp_column,None,None,,1290982,None,None,1
CommType.computation,None,None,((1704 4096) (4096 5120)),backward.MegatronColumnLinear.mlp_column,None,None,,1290982,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,backward.MegatronColumnLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 1704)),backward.MegatronRowLinearmlp_row,None,None,,1290982,None,None,1
CommType.computation,None,None,((5120 4096) (4096 1704)),backward.MegatronRowLinearmlp_row,None,None,,1290982,None,None,1
CommType.computation,None,None,((4096 1 1920) (1920 5120)),backward.MegatronColumnLinear.attention_column,None,None,,1151458,None,None,1
CommType.computation,None,None,((1920 4096) (4096 5120)),backward.MegatronColumnLinear.attention_column,None,None,,1151458,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,backward.MegatronColumnLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 640)),backward.MegatronRowLinearattention_row,None,None,,1151458,None,None,1
CommType.computation,None,None,((5120 4096) (4096 640)),backward.MegatronRowLinearattention_row,None,None,,1151458,None,None,1
CommType.computation,None,None,((4096 1 1704) (1704 5120)),backward.MegatronColumnLinear.mlp_column,None,None,,1290982,None,None,1
CommType.computation,None,None,((1704 4096) (4096 5120)),backward.MegatronColumnLinear.mlp_column,None,None,,1290982,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,backward.MegatronColumnLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 1704)),backward.MegatronRowLinearmlp_row,None,None,,1290982,None,None,1
CommType.computation,None,None,((5120 4096) (4096 1704)),backward.MegatronRowLinearmlp_row,None,None,,1290982,None,None,1
CommType.computation,None,None,((4096 1 1920) (1920 5120)),backward.MegatronColumnLinear.attention_column,None,None,,1151458,None,None,1
CommType.computation,None,None,((1920 4096) (4096 5120)),backward.MegatronColumnLinear.attention_column,None,None,,1151458,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,backward.MegatronColumnLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 640)),backward.MegatronRowLinearattention_row,None,None,,1151458,None,None,1
CommType.computation,None,None,((5120 4096) (4096 640)),backward.MegatronRowLinearattention_row,None,None,,1151458,None,None,1
CommType.computation,None,None,((4096 1 1704) (1704 5120)),backward.MegatronColumnLinear.mlp_column,None,None,,1290982,None,None,1
CommType.computation,None,None,((1704 4096) (4096 5120)),backward.MegatronColumnLinear.mlp_column,None,None,,1290982,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,backward.MegatronColumnLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 1704)),backward.MegatronRowLinearmlp_row,None,None,,1290982,None,None,1
CommType.computation,None,None,((5120 4096) (4096 1704)),backward.MegatronRowLinearmlp_row,None,None,,1290982,None,None,1
CommType.computation,None,None,((4096 1 1920) (1920 5120)),backward.MegatronColumnLinear.attention_column,None,None,,1151458,None,None,1
CommType.computation,None,None,((1920 4096) (4096 5120)),backward.MegatronColumnLinear.attention_column,None,None,,1151458,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,backward.MegatronColumnLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 640)),backward.MegatronRowLinearattention_row,None,None,,1151458,None,None,1
CommType.computation,None,None,((5120 4096) (4096 640)),backward.MegatronRowLinearattention_row,None,None,,1151458,None,None,1
CommType.computation,None,None,((4096 1 1704) (1704 5120)),backward.MegatronColumnLinear.mlp_column,None,None,,1290982,None,None,1
CommType.computation,None,None,((1704 4096) (4096 5120)),backward.MegatronColumnLinear.mlp_column,None,None,,1290982,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,backward.MegatronColumnLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 1704)),backward.MegatronRowLinearmlp_row,None,None,,1290982,None,None,1
CommType.computation,None,None,((5120 4096) (4096 1704)),backward.MegatronRowLinearmlp_row,None,None,,1290982,None,None,1
CommType.computation,None,None,((4096 1 1920) (1920 5120)),backward.MegatronColumnLinear.attention_column,None,None,,1151458,None,None,1
CommType.computation,None,None,((1920 4096) (4096 5120)),backward.MegatronColumnLinear.attention_column,None,None,,1151458,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,backward.MegatronColumnLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 640)),backward.MegatronRowLinearattention_row,None,None,,1151458,None,None,1
CommType.computation,None,None,((5120 4096) (4096 640)),backward.MegatronRowLinearattention_row,None,None,,1151458,None,None,1
CommType.computation,None,None,((4096 1 1704) (1704 5120)),backward.MegatronColumnLinear.mlp_column,None,None,,1290982,None,None,1
CommType.computation,None,None,((1704 4096) (4096 5120)),backward.MegatronColumnLinear.mlp_column,None,None,,1290982,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,backward.MegatronColumnLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 1704)),backward.MegatronRowLinearmlp_row,None,None,,1290982,None,None,1
CommType.computation,None,None,((5120 4096) (4096 1704)),backward.MegatronRowLinearmlp_row,None,None,,1290982,None,None,1
CommType.computation,None,None,((4096 1 1920) (1920 5120)),backward.MegatronColumnLinear.attention_column,None,None,,1151458,None,None,1
CommType.computation,None,None,((1920 4096) (4096 5120)),backward.MegatronColumnLinear.attention_column,None,None,,1151458,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,backward.MegatronColumnLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 640)),backward.MegatronRowLinearattention_row,None,None,,1151458,None,None,1
CommType.computation,None,None,((5120 4096) (4096 640)),backward.MegatronRowLinearattention_row,None,None,,1151458,None,None,1
CommType.computation,None,None,((4096 1 1704) (1704 5120)),backward.MegatronColumnLinear.mlp_column,None,None,,1290982,None,None,1
CommType.computation,None,None,((1704 4096) (4096 5120)),backward.MegatronColumnLinear.mlp_column,None,None,,1290982,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,backward.MegatronColumnLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 1704)),backward.MegatronRowLinearmlp_row,None,None,,1290982,None,None,1
CommType.computation,None,None,((5120 4096) (4096 1704)),backward.MegatronRowLinearmlp_row,None,None,,1290982,None,None,1
CommType.computation,None,None,((4096 1 1920) (1920 5120)),backward.MegatronColumnLinear.attention_column,None,None,,1151458,None,None,1
CommType.computation,None,None,((1920 4096) (4096 5120)),backward.MegatronColumnLinear.attention_column,None,None,,1151458,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,backward.MegatronColumnLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 640)),backward.MegatronRowLinearattention_row,None,None,,1151458,None,None,1
CommType.computation,None,None,((5120 4096) (4096 640)),backward.MegatronRowLinearattention_row,None,None,,1151458,None,None,1
CommType.computation,None,None,((4096 1 1704) (1704 5120)),backward.MegatronColumnLinear.mlp_column,None,None,,1290982,None,None,1
CommType.computation,None,None,((1704 4096) (4096 5120)),backward.MegatronColumnLinear.mlp_column,None,None,,1290982,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,backward.MegatronColumnLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 1704)),backward.MegatronRowLinearmlp_row,None,None,,1290982,None,None,1
CommType.computation,None,None,((5120 4096) (4096 1704)),backward.MegatronRowLinearmlp_row,None,None,,1290982,None,None,1
CommType.computation,None,None,((4096 1 1920) (1920 5120)),backward.MegatronColumnLinear.attention_column,None,None,,1151458,None,None,1
CommType.computation,None,None,((1920 4096) (4096 5120)),backward.MegatronColumnLinear.attention_column,None,None,,1151458,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,backward.MegatronColumnLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 640)),backward.MegatronRowLinearattention_row,None,None,,1151458,None,None,1
CommType.computation,None,None,((5120 4096) (4096 640)),backward.MegatronRowLinearattention_row,None,None,,1151458,None,None,1
CommType.computation,None,None,((4096 1 1704) (1704 5120)),backward.MegatronColumnLinear.mlp_column,None,None,,1290982,None,None,1
CommType.computation,None,None,((1704 4096) (4096 5120)),backward.MegatronColumnLinear.mlp_column,None,None,,1290982,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,backward.MegatronColumnLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 1704)),backward.MegatronRowLinearmlp_row,None,None,,1290982,None,None,1
CommType.computation,None,None,((5120 4096) (4096 1704)),backward.MegatronRowLinearmlp_row,None,None,,1290982,None,None,1
CommType.computation,None,None,((4096 1 1920) (1920 5120)),backward.MegatronColumnLinear.attention_column,None,None,,1151458,None,None,1
CommType.computation,None,None,((1920 4096) (4096 5120)),backward.MegatronColumnLinear.attention_column,None,None,,1151458,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,backward.MegatronColumnLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 640)),backward.MegatronRowLinearattention_row,None,None,,1151458,None,None,1
CommType.computation,None,None,((5120 4096) (4096 640)),backward.MegatronRowLinearattention_row,None,None,,1151458,None,None,1
CommType.computation,None,None,((4096 1 1704) (1704 5120)),backward.MegatronColumnLinear.mlp_column,None,None,,1290982,None,None,1
CommType.computation,None,None,((1704 4096) (4096 5120)),backward.MegatronColumnLinear.mlp_column,None,None,,1290982,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,backward.MegatronColumnLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 1704)),backward.MegatronRowLinearmlp_row,None,None,,1290982,None,None,1
CommType.computation,None,None,((5120 4096) (4096 1704)),backward.MegatronRowLinearmlp_row,None,None,,1290982,None,None,1
CommType.computation,None,None,((4096 1 1920) (1920 5120)),backward.MegatronColumnLinear.attention_column,None,None,,1151458,None,None,1
CommType.computation,None,None,((1920 4096) (4096 5120)),backward.MegatronColumnLinear.attention_column,None,None,,1151458,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,backward.MegatronColumnLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 640)),backward.MegatronRowLinearattention_row,None,None,,1151458,None,None,1
CommType.computation,None,None,((5120 4096) (4096 640)),backward.MegatronRowLinearattention_row,None,None,,1151458,None,None,1
CommType.computation,None,None,((4096 1 1704) (1704 5120)),backward.MegatronColumnLinear.mlp_column,None,None,,1290982,None,None,1
CommType.computation,None,None,((1704 4096) (4096 5120)),backward.MegatronColumnLinear.mlp_column,None,None,,1290982,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,backward.MegatronColumnLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 1704)),backward.MegatronRowLinearmlp_row,None,None,,1290982,None,None,1
CommType.computation,None,None,((5120 4096) (4096 1704)),backward.MegatronRowLinearmlp_row,None,None,,1290982,None,None,1
CommType.computation,None,None,((4096 1 1920) (1920 5120)),backward.MegatronColumnLinear.attention_column,None,None,,1151458,None,None,1
CommType.computation,None,None,((1920 4096) (4096 5120)),backward.MegatronColumnLinear.attention_column,None,None,,1151458,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,backward.MegatronColumnLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 640)),backward.MegatronRowLinearattention_row,None,None,,1151458,None,None,1
CommType.computation,None,None,((5120 4096) (4096 640)),backward.MegatronRowLinearattention_row,None,None,,1151458,None,None,1
CommType.computation,None,None,((4096 1 1704) (1704 5120)),backward.MegatronColumnLinear.mlp_column,None,None,,1290982,None,None,1
CommType.computation,None,None,((1704 4096) (4096 5120)),backward.MegatronColumnLinear.mlp_column,None,None,,1290982,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,backward.MegatronColumnLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 1704)),backward.MegatronRowLinearmlp_row,None,None,,1290982,None,None,1
CommType.computation,None,None,((5120 4096) (4096 1704)),backward.MegatronRowLinearmlp_row,None,None,,1290982,None,None,1
CommType.computation,None,None,((4096 1 1920) (1920 5120)),backward.MegatronColumnLinear.attention_column,None,None,,1151458,None,None,1
CommType.computation,None,None,((1920 4096) (4096 5120)),backward.MegatronColumnLinear.attention_column,None,None,,1151458,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,backward.MegatronColumnLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 640)),backward.MegatronRowLinearattention_row,None,None,,1151458,None,None,1
CommType.computation,None,None,((5120 4096) (4096 640)),backward.MegatronRowLinearattention_row,None,None,,1151458,None,None,1
CommType.computation,None,None,((4096 1 1704) (1704 5120)),backward.MegatronColumnLinear.mlp_column,None,None,,1290982,None,None,1
CommType.computation,None,None,((1704 4096) (4096 5120)),backward.MegatronColumnLinear.mlp_column,None,None,,1290982,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,backward.MegatronColumnLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 1704)),backward.MegatronRowLinearmlp_row,None,None,,1290982,None,None,1
CommType.computation,None,None,((5120 4096) (4096 1704)),backward.MegatronRowLinearmlp_row,None,None,,1290982,None,None,1
CommType.computation,None,None,((4096 1 1920) (1920 5120)),backward.MegatronColumnLinear.attention_column,None,None,,1151458,None,None,1
CommType.computation,None,None,((1920 4096) (4096 5120)),backward.MegatronColumnLinear.attention_column,None,None,,1151458,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,backward.MegatronColumnLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 640)),backward.MegatronRowLinearattention_row,None,None,,1151458,None,None,1
CommType.computation,None,None,((5120 4096) (4096 640)),backward.MegatronRowLinearattention_row,None,None,,1151458,None,None,1
CommType.computation,None,None,((4096 1 1704) (1704 5120)),backward.MegatronColumnLinear.mlp_column,None,None,,1290982,None,None,1
CommType.computation,None,None,((1704 4096) (4096 5120)),backward.MegatronColumnLinear.mlp_column,None,None,,1290982,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,backward.MegatronColumnLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 1704)),backward.MegatronRowLinearmlp_row,None,None,,1290982,None,None,1
CommType.computation,None,None,((5120 4096) (4096 1704)),backward.MegatronRowLinearmlp_row,None,None,,1290982,None,None,1
CommType.computation,None,None,((4096 1 1920) (1920 5120)),backward.MegatronColumnLinear.attention_column,None,None,,1151458,None,None,1
CommType.computation,None,None,((1920 4096) (4096 5120)),backward.MegatronColumnLinear.attention_column,None,None,,1151458,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,backward.MegatronColumnLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 640)),backward.MegatronRowLinearattention_row,None,None,,1151458,None,None,1
CommType.computation,None,None,((5120 4096) (4096 640)),backward.MegatronRowLinearattention_row,None,None,,1151458,None,None,1
CommType.computation,None,None,((4096 1 1704) (1704 5120)),backward.MegatronColumnLinear.mlp_column,None,None,,1290982,None,None,1
CommType.computation,None,None,((1704 4096) (4096 5120)),backward.MegatronColumnLinear.mlp_column,None,None,,1290982,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,backward.MegatronColumnLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 1704)),backward.MegatronRowLinearmlp_row,None,None,,1290982,None,None,1
CommType.computation,None,None,((5120 4096) (4096 1704)),backward.MegatronRowLinearmlp_row,None,None,,1290982,None,None,1
CommType.computation,None,None,((4096 1 1920) (1920 5120)),backward.MegatronColumnLinear.attention_column,None,None,,1151458,None,None,1
CommType.computation,None,None,((1920 4096) (4096 5120)),backward.MegatronColumnLinear.attention_column,None,None,,1151458,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,backward.MegatronColumnLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 640)),backward.MegatronRowLinearattention_row,None,None,,1151458,None,None,1
CommType.computation,None,None,((5120 4096) (4096 640)),backward.MegatronRowLinearattention_row,None,None,,1151458,None,None,1
CommType.computation,None,None,((4096 1 1704) (1704 5120)),backward.MegatronColumnLinear.mlp_column,None,None,,1290982,None,None,1
CommType.computation,None,None,((1704 4096) (4096 5120)),backward.MegatronColumnLinear.mlp_column,None,None,,1290982,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,backward.MegatronColumnLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 1704)),backward.MegatronRowLinearmlp_row,None,None,,1290982,None,None,1
CommType.computation,None,None,((5120 4096) (4096 1704)),backward.MegatronRowLinearmlp_row,None,None,,1290982,None,None,1
CommType.computation,None,None,((4096 1 1920) (1920 5120)),backward.MegatronColumnLinear.attention_column,None,None,,1151458,None,None,1
CommType.computation,None,None,((1920 4096) (4096 5120)),backward.MegatronColumnLinear.attention_column,None,None,,1151458,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,backward.MegatronColumnLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 640)),backward.MegatronRowLinearattention_row,None,None,,1151458,None,None,1
CommType.computation,None,None,((5120 4096) (4096 640)),backward.MegatronRowLinearattention_row,None,None,,1151458,None,None,1
CommType.computation,None,None,((4096 1 1704) (1704 5120)),backward.MegatronColumnLinear.mlp_column,None,None,,1290982,None,None,1
CommType.computation,None,None,((1704 4096) (4096 5120)),backward.MegatronColumnLinear.mlp_column,None,None,,1290982,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,backward.MegatronColumnLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 1704)),backward.MegatronRowLinearmlp_row,None,None,,1290982,None,None,1
CommType.computation,None,None,((5120 4096) (4096 1704)),backward.MegatronRowLinearmlp_row,None,None,,1290982,None,None,1
CommType.computation,None,None,((4096 1 1920) (1920 5120)),backward.MegatronColumnLinear.attention_column,None,None,,1151458,None,None,1
CommType.computation,None,None,((1920 4096) (4096 5120)),backward.MegatronColumnLinear.attention_column,None,None,,1151458,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,backward.MegatronColumnLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 640)),backward.MegatronRowLinearattention_row,None,None,,1151458,None,None,1
CommType.computation,None,None,((5120 4096) (4096 640)),backward.MegatronRowLinearattention_row,None,None,,1151458,None,None,1
CommType.computation,None,None,((4096 1 1704) (1704 5120)),backward.MegatronColumnLinear.mlp_column,None,None,,1290982,None,None,1
CommType.computation,None,None,((1704 4096) (4096 5120)),backward.MegatronColumnLinear.mlp_column,None,None,,1290982,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,backward.MegatronColumnLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 1704)),backward.MegatronRowLinearmlp_row,None,None,,1290982,None,None,1
CommType.computation,None,None,((5120 4096) (4096 1704)),backward.MegatronRowLinearmlp_row,None,None,,1290982,None,None,1
CommType.computation,None,None,((4096 1 1920) (1920 5120)),backward.MegatronColumnLinear.attention_column,None,None,,1151458,None,None,1
CommType.computation,None,None,((1920 4096) (4096 5120)),backward.MegatronColumnLinear.attention_column,None,None,,1151458,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,backward.MegatronColumnLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 640)),backward.MegatronRowLinearattention_row,None,None,,1151458,None,None,1
CommType.computation,None,None,((5120 4096) (4096 640)),backward.MegatronRowLinearattention_row,None,None,,1151458,None,None,1
CommType.computation,None,None,((4096 1 1704) (1704 5120)),backward.MegatronColumnLinear.mlp_column,None,None,,1290982,None,None,1
CommType.computation,None,None,((1704 4096) (4096 5120)),backward.MegatronColumnLinear.mlp_column,None,None,,1290982,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,backward.MegatronColumnLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 1704)),backward.MegatronRowLinearmlp_row,None,None,,1290982,None,None,1
CommType.computation,None,None,((5120 4096) (4096 1704)),backward.MegatronRowLinearmlp_row,None,None,,1290982,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,backward.MegatronEmbedding,None,None,,None,None,None,1
CommType.broadcast,CommGroup.tp_group,8,40,forward_step,None,0,,None,None,None,1
CommType.broadcast,CommGroup.tp_group,8,32832,forward_step,None,0,,None,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,forward.MegatronEmbedding,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 1920)),forward.MegatronColumnLinear.attention_column,None,None,,1151458,None,None,1
CommType.computation,None,None,((4096 1 640) (640 5120)),forward.MegatronRowLinear.attention_row,None,None,,1151458,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,forward.MegatronRowLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 1704)),forward.MegatronColumnLinear.mlp_column,None,None,,1290982,None,None,1
CommType.computation,None,None,((4096 1 1704) (1704 5120)),forward.MegatronRowLinear.mlp_row,None,None,,1290982,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,forward.MegatronRowLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 1920)),forward.MegatronColumnLinear.attention_column,None,None,,1151458,None,None,1
CommType.computation,None,None,((4096 1 640) (640 5120)),forward.MegatronRowLinear.attention_row,None,None,,1151458,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,forward.MegatronRowLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 1704)),forward.MegatronColumnLinear.mlp_column,None,None,,1290982,None,None,1
CommType.computation,None,None,((4096 1 1704) (1704 5120)),forward.MegatronRowLinear.mlp_row,None,None,,1290982,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,forward.MegatronRowLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 1920)),forward.MegatronColumnLinear.attention_column,None,None,,1151458,None,None,1
CommType.computation,None,None,((4096 1 640) (640 5120)),forward.MegatronRowLinear.attention_row,None,None,,1151458,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,forward.MegatronRowLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 1704)),forward.MegatronColumnLinear.mlp_column,None,None,,1290982,None,None,1
CommType.computation,None,None,((4096 1 1704) (1704 5120)),forward.MegatronRowLinear.mlp_row,None,None,,1290982,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,forward.MegatronRowLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 1920)),forward.MegatronColumnLinear.attention_column,None,None,,1151458,None,None,1
CommType.computation,None,None,((4096 1 640) (640 5120)),forward.MegatronRowLinear.attention_row,None,None,,1151458,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,forward.MegatronRowLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 1704)),forward.MegatronColumnLinear.mlp_column,None,None,,1290982,None,None,1
CommType.computation,None,None,((4096 1 1704) (1704 5120)),forward.MegatronRowLinear.mlp_row,None,None,,1290982,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,forward.MegatronRowLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 1920)),forward.MegatronColumnLinear.attention_column,None,None,,1151458,None,None,1
CommType.computation,None,None,((4096 1 640) (640 5120)),forward.MegatronRowLinear.attention_row,None,None,,1151458,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,forward.MegatronRowLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 1704)),forward.MegatronColumnLinear.mlp_column,None,None,,1290982,None,None,1
CommType.computation,None,None,((4096 1 1704) (1704 5120)),forward.MegatronRowLinear.mlp_row,None,None,,1290982,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,forward.MegatronRowLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 1920)),forward.MegatronColumnLinear.attention_column,None,None,,1151458,None,None,1
CommType.computation,None,None,((4096 1 640) (640 5120)),forward.MegatronRowLinear.attention_row,None,None,,1151458,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,forward.MegatronRowLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 1704)),forward.MegatronColumnLinear.mlp_column,None,None,,1290982,None,None,1
CommType.computation,None,None,((4096 1 1704) (1704 5120)),forward.MegatronRowLinear.mlp_row,None,None,,1290982,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,forward.MegatronRowLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 1920)),forward.MegatronColumnLinear.attention_column,None,None,,1151458,None,None,1
CommType.computation,None,None,((4096 1 640) (640 5120)),forward.MegatronRowLinear.attention_row,None,None,,1151458,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,forward.MegatronRowLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 1704)),forward.MegatronColumnLinear.mlp_column,None,None,,1290982,None,None,1
CommType.computation,None,None,((4096 1 1704) (1704 5120)),forward.MegatronRowLinear.mlp_row,None,None,,1290982,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,forward.MegatronRowLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 1920)),forward.MegatronColumnLinear.attention_column,None,None,,1151458,None,None,1
CommType.computation,None,None,((4096 1 640) (640 5120)),forward.MegatronRowLinear.attention_row,None,None,,1151458,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,forward.MegatronRowLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 1704)),forward.MegatronColumnLinear.mlp_column,None,None,,1290982,None,None,1
CommType.computation,None,None,((4096 1 1704) (1704 5120)),forward.MegatronRowLinear.mlp_row,None,None,,1290982,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,forward.MegatronRowLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 1920)),forward.MegatronColumnLinear.attention_column,None,None,,1151458,None,None,1
CommType.computation,None,None,((4096 1 640) (640 5120)),forward.MegatronRowLinear.attention_row,None,None,,1151458,None,None,1
CommType.all_reduce,CommGroup.tp_group,8,41943040,forward.MegatronRowLinear,None,None,,None,None,None,1
CommType.computation,None,None,((4096 1 5120) (5120 1704)),forward.MegatronColumnLinear.mlp_column,None,None,,1290982,None,None,1
CommType.computation,None,None,((4096 1 1704) (1704 5120)),forward.MegatronRowLinear.mlp_row,None,None,,1290982,None,None,1
